Title,Abstract,authors,Year,URL,Source
Nearest Neighbor Median Shift Clustering for Binary Data,"We describe in this paper the theory and practice behind a new modal
clustering method for binary data. Our approach (BinNNMS) is based on the
nearest neighbor median shift. The median shift is an extension of the
well-known mean shift, which was designed for continuous data, to handle binary
data. We demonstrate that BinNNMS can discover accurately the location of
clusters in binary data with theoretical and experimental analyses.","Gaël Beck, Tarn Duong, Mustapha Lebbah, Hanane Azzag",2019,http://arxiv.org/abs/1902.04181v1,Arxive
"Clustered random forests with correlated data for optimal estimation and
  inference under potential covariate shift","We develop Clustered Random Forests, a random forests algorithm for clustered
data, arising from independent groups that exhibit within-cluster dependence.
The leaf-wise predictions for each decision tree making up clustered random
forests takes the form of a weighted least squares estimator, which leverage
correlations between observations for improved prediction accuracy. Clustered
random forests are shown for certain tree splitting criteria to be minimax rate
optimal for pointwise conditional mean estimation, while being computationally
competitive with standard random forests. Further, we observe that the
optimality of a clustered random forest, with regards to how (population level)
optimal weights are chosen within this framework i.e. those that minimise mean
squared prediction error, vary under covariate distribution shift. In light of
this, we advocate weight estimation to be determined by a user-chosen covariate
distribution with respect to which optimal prediction or inference is desired.
This highlights a key difference in behaviour, between correlated and
independent data, with regards to nonparametric conditional mean estimation
under covariate shift. We demonstrate our theoretical findings numerically in a
number of simulated and real-world settings.","Elliot H. Young, Peter Bühlmann",2025,http://arxiv.org/abs/2503.12634v1,Arxive
Quickshift++: Provably Good Initializations for Sample-Based Mean Shift,"We provide initial seedings to the Quick Shift clustering algorithm, which
approximate the locally high-density regions of the data. Such seedings act as
more stable and expressive cluster-cores than the singleton modes found by
Quick Shift. We establish statistical consistency guarantees for this
modification. We then show strong clustering performance on real datasets as
well as promising applications to image segmentation.","Heinrich Jiang, Jennifer Jang, Samory Kpotufe",2018,http://arxiv.org/abs/1805.07909v1,Arxive
Contrastive Mean-Shift Learning for Generalized Category Discovery,"We address the problem of generalized category discovery (GCD) that aims to
partition a partially labeled collection of images; only a small part of the
collection is labeled and the total number of target classes is unknown. To
address this generalized image clustering problem, we revisit the mean-shift
algorithm, i.e., a classic, powerful technique for mode seeking, and
incorporate it into a contrastive learning framework. The proposed method,
dubbed Contrastive Mean-Shift (CMS) learning, trains an image encoder to
produce representations with better clustering properties by an iterative
process of mean shift and contrastive update. Experiments demonstrate that our
method, both in settings with and without the total number of clusters being
known, achieves state-of-the-art performance on six public GCD benchmarks
without bells and whistles.","Sua Choi, Dahyun Kang, Minsu Cho",2024,http://arxiv.org/abs/2404.09451v1,Arxive
"Faster Mean-shift: GPU-accelerated clustering for cosine embedding-based
  cell segmentation and tracking","Recently, single-stage embedding based deep learning algorithms gain
increasing attention in cell segmentation and tracking. Compared with the
traditional ""segment-then-associate"" two-stage approach, a single-stage
algorithm not only simultaneously achieves consistent instance cell
segmentation and tracking but also gains superior performance when
distinguishing ambiguous pixels on boundaries and overlaps. However, the
deployment of an embedding based algorithm is restricted by slow inference
speed (e.g., around 1-2 mins per frame). In this study, we propose a novel
Faster Mean-shift algorithm, which tackles the computational bottleneck of
embedding based cell segmentation and tracking. Different from previous
GPU-accelerated fast mean-shift algorithms, a new online seed optimization
policy (OSOP) is introduced to adaptively determine the minimal number of
seeds, accelerate computation, and save GPU memory. With both embedding
simulation and empirical validation via the four cohorts from the ISBI cell
tracking challenge, the proposed Faster Mean-shift algorithm achieved 7-10
times speedup compared to the state-of-the-art embedding based cell instance
segmentation and tracking algorithm. Our Faster Mean-shift algorithm also
achieved the highest computational speed compared to other GPU benchmarks with
optimized memory consumption. The Faster Mean-shift is a plug-and-play model,
which can be employed on other pixel embedding based clustering inference for
medical image analysis. (Plug-and-play model is publicly available:
https://github.com/masqm/Faster-Mean-Shift)","Mengyang Zhao, Aadarsh Jha, Quan Liu, Bryan A. Millis, Anita Mahadevan-Jansen, Le Lu, Bennett A. Landman, Matthew J. Tyskac, Yuankai Huo",2020,http://arxiv.org/abs/2007.14283v2,Arxive
"Analyzing Continuous Semantic Shifts with Diachronic Word Similarity
  Matrices","The meanings and relationships of words shift over time. This phenomenon is
referred to as semantic shift. Research focused on understanding how semantic
shifts occur over multiple time periods is essential for gaining a detailed
understanding of semantic shifts. However, detecting change points only between
adjacent time periods is insufficient for analyzing detailed semantic shifts,
and using BERT-based methods to examine word sense proportions incurs a high
computational cost. To address those issues, we propose a simple yet intuitive
framework for how semantic shifts occur over multiple time periods by
leveraging a similarity matrix between the embeddings of the same word through
time. We compute a diachronic word similarity matrix using fast and lightweight
word embeddings across arbitrary time periods, making it deeper to analyze
continuous semantic shifts. Additionally, by clustering the similarity matrices
for different words, we can categorize words that exhibit similar behavior of
semantic shift in an unsupervised manner.","Hajime Kiyama, Taichi Aida, Mamoru Komachi, Toshinobu Ogiso, Hiroya Takamura, Daichi Mochihashi",2025,http://arxiv.org/abs/2501.09538v2,Arxive
"SST-BERT at SemEval-2020 Task 1: Semantic Shift Tracing by Clustering in
  BERT-based Embedding Spaces","Lexical semantic change detection (also known as semantic shift tracing) is a
task of identifying words that have changed their meaning over time.
Unsupervised semantic shift tracing, focal point of SemEval2020, is
particularly challenging. Given the unsupervised setup, in this work, we
propose to identify clusters among different occurrences of each target word,
considering these as representatives of different word meanings. As such,
disagreements in obtained clusters naturally allow to quantify the level of
semantic shift per each target word in four target languages. To leverage this
idea, clustering is performed on contextualized (BERT-based) embeddings of word
occurrences. The obtained results show that our approach performs well both
measured separately (per language) and overall, where we surpass all provided
SemEval baselines.","K Vani, Sandra Mitrovic, Alessandro Antonucci, Fabio Rinaldi",2020,http://arxiv.org/abs/2010.00857v1,Arxive
An Algorithmic Introduction to Clustering,"This paper tries to present a more unified view of clustering, by identifying
the relationships between five different clustering algorithms. Some of the
results are not new, but they are presented in a cleaner, simpler and more
concise way. To the best of my knowledge, the interpretation of DBSCAN as a
climbing procedure, which introduces a theoretical connection between DBSCAN
and Mean shift, is a novel result.",Bernardo A. Gonzalez-Torres,2020,http://arxiv.org/abs/2006.04916v1,Arxive
Generalized mean shift with triangular kernel profile,"The mean shift algorithm is a popular way to find modes of some probability
density functions taking a specific kernel-based shape, used for clustering or
visual tracking. Since its introduction, it underwent several practical
improvements and generalizations, as well as deep theoretical analysis mainly
focused on its convergence properties. In spite of encouraging results, this
question has not received a clear general answer yet. In this paper we focus on
a specific class of kernels, adapted in particular to the distributions
clustering applications which motivated this work. We show that a novel Mean
Shift variant adapted to them can be derived, and proved to converge after a
finite number of iterations. In order to situate this new class of methods in
the general picture of the Mean Shift theory, we alo give a synthetic exposure
of existing results of this field.","Sébastien Razakarivony, Axel Barrau",2020,http://arxiv.org/abs/2001.02165v1,Arxive
"Weighted quantization using MMD: From mean field to mean shift via
  gradient flows","Approximating a probability distribution using a set of particles is a
fundamental problem in machine learning and statistics, with applications
including clustering and quantization. Formally, we seek a finite weighted
mixture of Dirac measures that best approximates the target distribution. While
much existing work relies on the Wasserstein distance to quantify approximation
errors, maximum mean discrepancy (MMD) has received comparatively less
attention, especially when allowing for variable particle weights. We study the
quantization problem from the perspective of minimizing MMD via gradient flow
in the Wasserstein-Fisher-Rao (WFR) geometry. This gradient flow yields an ODE
system from which we further derive a fixed-point algorithm called mean shift
interacting particles (MSIP). We show that MSIP extends the (non-interacting)
mean shift algorithm, widely used for identifying modes in kernel density
estimates. Moreover, we show that MSIP can be interpreted as preconditioned
gradient descent, and that it acts as a relaxation of Lloyd's algorithm for
clustering. Our numerical experiments demonstrate that MSIP and the WFR ODEs
outperform other algorithms for quantization of multi-modal and
high-dimensional targets.","Ayoub Belhadji, Daniel Sharp, Youssef Marzouk",2025,http://arxiv.org/abs/2502.10600v1,Arxive
"Jacobian-Scaled K-means Clustering for Physics-Informed Segmentation of
  Reacting Flows","This work introduces Jacobian-scaled K-means (JSK-means) clustering, which is
a physics-informed clustering strategy centered on the K-means framework. The
method allows for the injection of underlying physical knowledge into the
clustering procedure through a distance function modification: instead of
leveraging conventional Euclidean distance vectors, the JSK-means procedure
operates on distance vectors scaled by matrices obtained from dynamical system
Jacobians evaluated at the cluster centroids. The goal of this work is to show
how the JSK-means algorithm -- without modifying the input dataset -- produces
clusters that capture regions of dynamical similarity, in that the clusters are
redistributed towards high-sensitivity regions in phase space and are described
by similarity in the source terms of samples instead of the samples themselves.
The algorithm is demonstrated on a complex reacting flow simulation dataset (a
channel detonation configuration), where the dynamics in the thermochemical
composition space are known through the highly nonlinear and stiff
Arrhenius-based chemical source terms. Interpretations of cluster partitions in
both physical space and composition space reveal how JSK-means shifts clusters
produced by standard K-means towards regions of high chemical sensitivity
(e.g., towards regions of peak heat release rate near the detonation reaction
zone). The findings presented here illustrate the benefits of utilizing
Jacobian-scaled distances in clustering techniques, and the JSK-means method in
particular displays promising potential for improving former partition-based
modeling strategies in reacting flow (and other multi-physics) applications.","Shivam Barwey, Venkat Raman",2023,http://arxiv.org/abs/2305.01539v2,Arxive
Community Detection Using Revised Medoid-Shift Based on KNN,"Community detection becomes an important problem with the booming of social
networks. The Medoid-Shift algorithm preserves the benefits of Mean-Shift and
can be applied to problems based on distance matrix, such as community
detection. One drawback of the Medoid-Shift algorithm is that there may be no
data points within the neighborhood region defined by a distance parameter. To
deal with the community detection problem better, a new algorithm called
Revised Medoid-Shift (RMS) in this work is thus proposed. During the process of
finding the next medoid, the RMS algorithm is based on a neighborhood defined
by KNN, while the original Medoid-Shift is based on a neighborhood defined by a
distance parameter. Since the neighborhood defined by KNN is more stable than
the one defined by the distance parameter in terms of the number of data points
within the neighborhood, the RMS algorithm may converge more smoothly. In the
RMS method, each of the data points is shifted towards a medoid within the
neighborhood defined by KNN. After the iterative process of shifting, each of
the data point converges into a cluster center, and the data points converging
into the same center are grouped into the same cluster. The RMS algorithm is
tested on two kinds of datasets including community datasets with known ground
truth partition and community datasets without ground truth partition
respectively. The experiment results show sthat the proposed RMS algorithm
generally produces betster results than Medoid-Shift and some state-of-the-art
together with most classic community detection algorithms on different kinds of
community detection datasets.","Jie Hou, Jiakang Li, Xiaokang Peng, Wei Ke, Yonggang Lu",2023,http://arxiv.org/abs/2304.09512v2,Arxive
Mean Shift for Self-Supervised Learning,"Most recent self-supervised learning (SSL) algorithms learn features by
contrasting between instances of images or by clustering the images and then
contrasting between the image clusters. We introduce a simple mean-shift
algorithm that learns representations by grouping images together without
contrasting between them or adopting much of prior on the structure of the
clusters. We simply ""shift"" the embedding of each image to be close to the
""mean"" of its neighbors. Since in our setting, the closest neighbor is always
another augmentation of the same image, our model will be identical to BYOL
when using only one nearest neighbor instead of 5 as used in our experiments.
Our model achieves 72.4% on ImageNet linear evaluation with ResNet50 at 200
epochs outperforming BYOL. Our code is available here:
https://github.com/UMBCvision/MSF","Soroush Abbasi Koohpayegani, Ajinkya Tejankar, Hamed Pirsiavash",2021,http://arxiv.org/abs/2105.07269v2,Arxive
"Space Partitioning and Regression Mode Seeking via a Mean-Shift-Inspired
  Algorithm","The mean shift (MS) algorithm is a nonparametric method used to cluster
sample points and find the local modes of kernel density estimates, using an
idea based on iterative gradient ascent. In this paper we develop a
mean-shift-inspired algorithm to estimate the modes of regression functions and
partition the sample points in the input space. We prove convergence of the
sequences generated by the algorithm and derive the non-asymptotic rates of
convergence of the estimated local modes for the underlying regression model.
We also demonstrate the utility of the algorithm for data-enabled discovery
through an application on biomolecular structure data. An extension to subspace
constrained mean shift (SCMS) algorithm used to extract ridges of regression
functions is briefly discussed.","Wanli Qiao, Amarda Shehu",2021,http://arxiv.org/abs/2104.10103v1,Arxive
"Binding energy shifts from heavy-ion experiments in a nuclear
  statistical equilibrium model","Chemical constants extracted from $^{124}$Xe+ $^{124}$Sn collisions at 32
AMeV are compared to the predictions of an extended Nuclear Statistical
Equilibrium model including mean-field interactions and in-medium binding
energy shifts for the light ($Z\leq 2$) clusters. The ion species and density
dependence of the in-medium modification is directly extracted from the
experimental data. We show that the shift increases with the mass of the
cluster and the density of the medium, and we provide a simple linear fit for
future use in astrophysical simulations in the framework of the CompOSE data
base. The resulting mass fractions are computed in representative thermodynamic
conditions relevant for supernova and neutron star mergers. A comparison to the
results of a similar analysis of the same data performed in the framework of a
relativistic mean-field model shows a good agreement at low density, but
significant discrepancies close to the Mott dissolution of clusters in the
dense medium.","S. Mallik, H. Pais, F. Gulminelli",2021,http://arxiv.org/abs/2109.02961v1,Arxive
Shifting velocity of temperature extremes under climate change,"Rapid changes in climatic conditions threaten both socioeconomic and
ecological systems, as these might not be able to adapt or to migrate at the
same pace as that of global warming. In particular, an increase of weather and
climate extremes can lead to increased stress on human and natural systems, and
a tendency for serious adverse effects. We rely on the EURO-CORDEX simulations
and focus on the the screen-level daily mean temperature (T2m). We compare the
shifting velocities of the cold and hot extremes with these of the associated
central trends, i.e., the arithmetical mean or median. We define the extremes
relative to the T2m distribution as it evolves with time over the period of
1951--2100. We find that temperature extremes shift at a similar velocity
compared to that of the central trends. Accordingly, the T2m probability
distribution shifts mostly as a whole, as the tails of the distribution
increase together with the central trends. Exceptions occur however in specific
regions and for the clustering of warm days, which shifts slower than all other
extremes investigated in this study.","Joan Rey, Guillaume Rohat, Marjorie Perroud, Stéphane Goyette, Jérôme Kasparian",2020,http://arxiv.org/abs/2001.06331v1,Arxive
"Light clusters in warm stellar matter: explicit mass shifts and
  universal cluster-meson couplings","In-medium modifications of light cluster properties in warm stellar matter
are studied within the relativistic mean-field approximation. In-medium effects
are included by introducing an explicit binding energy shift analytically
calculated in the Thomas-Fermi approximation, supplemented with a
phenomenological modification of the cluster couplings to the $\sigma$ meson. A
linear dependence on the $\sigma$ meson is assumed for the cluster mass, and
the associated coupling constant is fixed imposing that the virial limit at low
density is recovered. The resulting cluster abundances come out to be in
reasonable agreement with constraints at higher density coming from heavy ion
collision data. Some comparisons with microscopic calculations are also shown.","Helena Pais, Francesca Gulminelli, Constança Providência, Gerd Röpke",2018,http://arxiv.org/abs/1804.01328v1,Arxive
"Low density nuclear matter with light clusters in a generalized
  nonlinear relativistic mean-field model","We systematically investigate the thermodynamic properties of homogeneous
nuclear matter with light clusters at low densities and finite temperatures
using a generalized nonlinear relativistic mean-field (gNL-RMF) model, in which
light clusters up to $\alpha $ ($1 \le A \le 4$) are included as explicit
degrees of freedom and treated as point-like particles with their interactions
described by meson exchanges and the medium effects on the cluster binding
energies are described by density- and temperature-dependent energy shifts with
the parameters obtained by fitting the experimental cluster Mott densities. We
find that the composition of low density nuclear matter with light clusters is
essentially determined by the density- and temperature-dependence of the
cluster binding energy shifts. Compared with the values of the conventional
(second-order) symmetry energy, symmetry free energy and symmetry entropy,
their fourth-order values are found to be significant at low densities ($\rho
\sim 10^{-3}$ fm$^{-3}$) and low temperatures ($T \lesssim 3$ MeV), indicating
the invalidity of the empirical parabolic law for the isospin asymmetry
dependence of these nuclear matter properties. Our results indicate that in the
density region of $\rho \gtrsim 0.02$ fm$^{-3}$, the clustering effects become
insignificant and the nuclear matter is dominated by nucleon degree of freedom.
In addition, we compare the gNL-RMF model predictions with the corresponding
experimental data on the symmetry energy and symmetry free energy at low
densities and finite temperatures extracted from heavy-ion collisions, and
reasonable agreement is found.","Zhao-Wen Zhang, Lie-Wen Chen",2017,http://arxiv.org/abs/1705.00555v2,Arxive
King-plot analysis of isotope shifts in simple diatomic molecules,"We demonstrate that the isotope shift in isotopomers of diatomic molecules,
where the nucleus of one of its constituent atoms is replaced by another
isotope, can be expressed as the sum of a field shift and a mass shift, similar
to the atomic case. We show that a linear relation holds between atomic and
molecular isotopes shifts, thus extending the King-plot analysis to molecular
isotope shifts. Optical isotope shifts in YbF and ZrO and infrared isotope
shifts in SnH are analyzed with a molecular King-plot approach, utilizing
Yb$^{+}$ and Zr$^{+}$ ionic isotope shifts and charge radii of Sn obtained with
non-optical methods. The changes in the mean-squared nuclear charge radii
$\delta \langle r^2 \rangle$ of $^{170-174,176}$Yb and $^{90-92,94,96}$Zr
extracted from the molecular transitions are found to be in excellent agreement
with the values from the spectroscopy of Yb$^{+}$ and Zr$^{+}$, respectively.
On the contrary, in the case of the vibrational-rotational transition in SnH,
no sensitivity to the nuclear volume could be deduced within the experimental
resolution, which makes it unsuitable for the extraction of nuclear charge
radii but provides insights into the molecular electronic wave function not
accessible via other methods. The new opportunities offered by the molecular
King-plot analysis for research in nuclear structure and molecular physics are
discussed.","Michail Athanasakis-Kaklamanakis, Shane G. Wilkins, Alexander A. Breier, Gerda Neyens",2023,http://arxiv.org/abs/2301.11064v1,Arxive
"Spiking Neural Network based Region Proposal Networks for Neuromorphic
  Vision Sensors","This paper presents a three layer spiking neural network based region
proposal network operating on data generated by neuromorphic vision sensors.
The proposed architecture consists of refractory, convolution and clustering
layers designed with bio-realistic leaky integrate and fire (LIF) neurons and
synapses. The proposed algorithm is tested on traffic scene recordings from a
DAVIS sensor setup. The performance of the region proposal network has been
compared with event based mean shift algorithm and is found to be far superior
(~50% better) in recall for similar precision (~85%). Computational and memory
complexity of the proposed method are also shown to be similar to that of event
based mean shift","Jyotibdha Acharya, Vandana Padala, Arindam Basu",2019,http://arxiv.org/abs/1902.09864v1,Arxive
Unsupervised Anomalous Trajectory Detection for Crowded Scenes,"We present an improved clustering based, unsupervised anomalous trajectory
detection algorithm for crowded scenes. The proposed work is based on four
major steps, namely, extraction of trajectories from crowded scene video,
extraction of several features from these trajectories, independent mean-shift
clustering and anomaly detection. First, the trajectories of all moving objects
in a crowd are extracted using a multi feature video object tracker. These
trajectories are then transformed into a set of feature spaces. Mean shift
clustering is applied on these feature matrices to obtain distinct clusters,
while a Shannon Entropy based anomaly detector identifies corresponding
anomalies. In the final step, a voting mechanism identifies the trajectories
that exhibit anomalous characteristics. The algorithm is tested on crowd scene
videos from datasets. The videos represent various possible crowd scenes with
different motion patterns and the method performs well to detect the expected
anomalous trajectories from the scene.","Deepan Das, Deepak Mishra",2019,http://arxiv.org/abs/1907.01717v1,Arxive
"Mean shift cluster recognition method implementation in the nested
  sampling algorithm","Nested sampling is an efficient algorithm for the calculation of the Bayesian
evidence and posterior parameter probability distributions. It is based on the
step-by-step exploration of the parameter space by Monte Carlo sampling with a
series of values sets called live points that evolve towards the region of
interest, i.e. where the likelihood function is maximal. In presence of several
local likelihood maxima, the algorithm converges with difficulty. Some
systematic errors can also be introduced by unexplored parameter volume
regions. In order to avoid this, different methods are proposed in the
literature for an efficient search of new live points, even in presence of
local maxima. Here we present a new solution based on the mean shift cluster
recognition method implemented in a random walk search algorithm. The
clustering recognition is integrated within the Bayesian analysis program
NestedFit. It is tested with the analysis of some difficult cases. Compared to
the analysis results without cluster recognition, the computation time is
considerably reduced. At the same time, the entire parameter space is
efficiently explored, which translates into a smaller uncertainty of the
extracted value of the Bayesian evidence.","M. Trassinelli, Pierre Ciccodicola",2020,http://arxiv.org/abs/2002.01431v1,Arxive
"Full distribution of clusters with universal couplings and in-medium
  effects","Light and heavy clusters are calculated for asymmetric warm nuclear matter in
a relativistic mean-field approach. In-medium effects, introduced via a
universal cluster-meson coupling, and a binding energy shift contribution,
calculated in a Thomas-Fermi approximation, were taken into account. This work
considers, besides the standard lightest bound clusters $^4$He, $^3$He, $^3$H,
and $^2$H, also stable and unstable clusters with higher number of nucleons, in
the range $5\leq A \leq 12$, as it is natural that heavier clusters also form
in core-collapse supernova matter, before the pasta phases set in. We show that
these extra degrees of freedom contribute with non-negligible mass fractions to
the composition of nuclear matter, and may prevail over deuterons and $\alpha$
particles at high density in strongly asymmetric matter, and not too high
temperatures. The presence of the light clusters reduces the contribution of
heavy clusters to a much smaller density range, and to a smaller mass fraction.","Helena Pais, Francesca Gulminelli, Constança Providência, Gerd Röpke",2019,http://arxiv.org/abs/1904.10373v1,Arxive
"An Asymptotic Equivalence between the Mean-Shift Algorithm and the
  Cluster Tree","Two important nonparametric approaches to clustering emerged in the 1970's:
clustering by level sets or cluster tree as proposed by Hartigan, and
clustering by gradient lines or gradient flow as proposed by Fukunaga and
Hosteler. In a recent paper, we argue the thesis that these two approaches are
fundamentally the same by showing that the gradient flow provides a way to move
along the cluster tree. In making a stronger case, we are confronted with the
fact the cluster tree does not define a partition of the entire support of the
underlying density, while the gradient flow does. In the present paper, we
resolve this conundrum by proposing two ways of obtaining a partition from the
cluster tree -- each one of them very natural in its own right -- and showing
that both of them reduce to the partition given by the gradient flow under
standard assumptions on the sampling density.","Ery Arias-Castro, Wanli Qiao",2021,http://arxiv.org/abs/2111.10298v1,Arxive
Spectral Clustering in Convex and Constrained Settings,"Spectral clustering methods have gained widespread recognition for their
effectiveness in clustering high-dimensional data. Among these techniques,
constrained spectral clustering has emerged as a prominent approach,
demonstrating enhanced performance by integrating pairwise constraints.
However, the application of such constraints to semidefinite spectral
clustering, a variant that leverages semidefinite programming to optimize
clustering objectives, remains largely unexplored. In this paper, we introduce
a novel framework for seamlessly integrating pairwise constraints into
semidefinite spectral clustering. Our methodology systematically extends the
capabilities of semidefinite spectral clustering to capture complex data
structures, thereby addressing real-world clustering challenges more
effectively. Additionally, we extend this framework to encompass both active
and self-taught learning scenarios, further enhancing its versatility and
applicability. Empirical studies conducted on well-known datasets demonstrate
the superiority of our proposed framework over existing spectral clustering
methods, showcasing its robustness and scalability across diverse datasets and
learning settings. By bridging the gap between constrained learning and
semidefinite spectral clustering, our work contributes to the advancement of
spectral clustering techniques, offering researchers and practitioners a
versatile tool for addressing complex clustering challenges in various
real-world applications. Access to the data, code, and experimental results is
provided for further exploration (https://github.com/swarupbehera/SCCCS).","Swarup Ranjan Behera, Vijaya V. Saradhi",2024,http://arxiv.org/abs/2404.03012v1,Arxive
"A Comprehensive Survey on Spectral Clustering with Graph Structure
  Learning","Spectral clustering is a powerful technique for clustering high-dimensional
data, utilizing graph-based representations to detect complex, non-linear
structures and non-convex clusters. The construction of a similarity graph is
essential for ensuring accurate and effective clustering, making graph
structure learning (GSL) central for enhancing spectral clustering performance
in response to the growing demand for scalable solutions. Despite advancements
in GSL, there is a lack of comprehensive surveys specifically addressing its
role within spectral clustering. To bridge this gap, this survey presents a
comprehensive review of spectral clustering methods, emphasizing on the
critical role of GSL. We explore various graph construction techniques,
including pairwise, anchor, and hypergraph-based methods, in both fixed and
adaptive settings. Additionally, we categorize spectral clustering approaches
into single-view and multi-view frameworks, examining their applications within
one-step and two-step clustering processes. We also discuss multi-view
information fusion techniques and their impact on clustering data. By
addressing current challenges and proposing future research directions, this
survey provides valuable insights for advancing spectral clustering
methodologies and highlights the pivotal role of GSL in tackling large-scale
and high-dimensional data clustering tasks.","Kamal Berahmand, Farid Saberi-Movahed, Razieh Sheikhpour, Yuefeng Li, Mahdi Jalili",2025,http://arxiv.org/abs/2501.13597v2,Arxive
"Spectral Clustering on Large Datasets: When Does it Work? Theory from
  Continuous Clustering and Density Cheeger-Buser","Spectral clustering is one of the most popular clustering algorithms that has
stood the test of time. It is simple to describe, can be implemented using
standard linear algebra, and often finds better clusters than traditional
clustering algorithms like $k$-means and $k$-centers. The foundational
algorithm for two-way spectral clustering, by Shi and Malik, creates a
geometric graph from data and finds a spectral cut of the graph.
  In modern machine learning, many data sets are modeled as a large number of
points drawn from a probability density function. Little is known about when
spectral clustering works in this setting -- and when it doesn't. Past
researchers justified spectral clustering by appealing to the graph Cheeger
inequality (which states that the spectral cut of a graph approximates the
``Normalized Cut''), but this justification is known to break down on large
data sets.
  We provide theoretically-informed intuition about spectral clustering on
large data sets drawn from probability densities, by proving when a continuous
form of spectral clustering considered by past researchers (the unweighted
spectral cut of a probability density) finds good clusters of the underlying
density itself. Our work suggests that Shi-Malik spectral clustering works well
on data drawn from mixtures of Laplace distributions, and works poorly on data
drawn from certain other densities, such as a density we call the `square-root
trough'.
  Our core theorem proves that weighted spectral cuts have low weighted
isoperimetry for all probability densities. Our key tool is a new Cheeger-Buser
inequality for all probability densities, including discontinuous ones.","Timothy Chu, Gary Miller, Noel Walkington",2023,http://arxiv.org/abs/2305.06541v1,Arxive
Average Sensitivity of Spectral Clustering,"Spectral clustering is one of the most popular clustering methods for finding
clusters in a graph, which has found many applications in data mining. However,
the input graph in those applications may have many missing edges due to error
in measurement, withholding for a privacy reason, or arbitrariness in data
conversion. To make reliable and efficient decisions based on spectral
clustering, we assess the stability of spectral clustering against edge
perturbations in the input graph using the notion of average sensitivity, which
is the expected size of the symmetric difference of the output clusters before
and after we randomly remove edges.
  We first prove that the average sensitivity of spectral clustering is
proportional to $\lambda_2/\lambda_3^2$, where $\lambda_i$ is the $i$-th
smallest eigenvalue of the (normalized) Laplacian. We also prove an analogous
bound for $k$-way spectral clustering, which partitions the graph into $k$
clusters. Then, we empirically confirm our theoretical bounds by conducting
experiments on synthetic and real networks. Our results suggest that spectral
clustering is stable against edge perturbations when there is a cluster
structure in the input graph.","Pan Peng, Yuichi Yoshida",2020,http://arxiv.org/abs/2006.04094v1,Arxive
Parallel Spectral Clustering Algorithm Based on Hadoop,"Spectral clustering and cloud computing is emerging branch of computer
science or related discipline. It overcome the shortcomings of some traditional
clustering algorithm and guarantee the convergence to the optimal solution,
thus have to the widespread attention. This article first introduced the
parallel spectral clustering algorithm research background and significance,
and then to Hadoop the cloud computing Framework has carried on the detailed
introduction, then has carried on the related to spectral clustering is
introduced, then introduces the spectral clustering arithmetic Method of
parallel and relevant steps, finally made the related experiments, and the
experiment are summarized.","Yajun Cui, Yang Zhao, Kafei Xiao, Chenglong Zhang, Lei Wang",2015,http://arxiv.org/abs/1506.00227v1,Arxive
Image Segmentation Based on Multiscale Fast Spectral Clustering,"In recent years, spectral clustering has become one of the most popular
clustering algorithms for image segmentation. However, it has restricted
applicability to large-scale images due to its high computational complexity.
In this paper, we first propose a novel algorithm called Fast Spectral
Clustering based on quad-tree decomposition. The algorithm focuses on the
spectral clustering at superpixel level and its computational complexity is
O(nlogn) + O(m) + O(m^(3/2)); its memory cost is O(m), where n and m are the
numbers of pixels and the superpixels of a image. Then we propose Multiscale
Fast Spectral Clustering by improving Fast Spectral Clustering, which is based
on the hierarchical structure of the quad-tree. The computational complexity of
Multiscale Fast Spectral Clustering is O(nlogn) and its memory cost is O(m).
Extensive experiments on real large-scale images demonstrate that Multiscale
Fast Spectral Clustering outperforms Normalized cut in terms of lower
computational complexity and memory cost, with comparable clustering accuracy.","Chongyang Zhang, Guofeng Zhu, Minxin Chen, Hong Chen, Chenjian Wu",2018,http://arxiv.org/abs/1812.04816v1,Arxive
Computing Word Classes Using Spectral Clustering,"Clustering a lexicon of words is a well-studied problem in natural language
processing (NLP). Word clusters are used to deal with sparse data in
statistical language processing, as well as features for solving various NLP
tasks (text categorization, question answering, named entity recognition and
others).
  Spectral clustering is a widely used technique in the field of image
processing and speech recognition. However, it has scarcely been explored in
the context of NLP; specifically, the method used in this (Meila and Shi, 2001)
has never been used to cluster a general word lexicon.
  We apply spectral clustering to a lexicon of words, evaluating the resulting
clusters by using them as features for solving two classical NLP tasks:
semantic role labeling and dependency parsing. We compare performance with
Brown clustering, a widely-used technique for word clustering, as well as with
other clustering methods. We show that spectral clusters produce similar
results to Brown clusters, and outperform other clustering methods. In
addition, we quantify the overlap between spectral and Brown clusters, showing
that each model captures some information which is uncaptured by the other.","Effi Levi, Saggy Herman, Ari Rappoport",2018,http://arxiv.org/abs/1808.05374v1,Arxive
Generative Kernel Spectral Clustering,"Modern clustering approaches often trade interpretability for performance,
particularly in deep learning-based methods. We present Generative Kernel
Spectral Clustering (GenKSC), a novel model combining kernel spectral
clustering with generative modeling to produce both well-defined clusters and
interpretable representations. By augmenting weighted variance maximization
with reconstruction and clustering losses, our model creates an explorable
latent space where cluster characteristics can be visualized through traversals
along cluster directions. Results on MNIST and FashionMNIST datasets
demonstrate the model's ability to learn meaningful cluster representations.","David Winant, Sonny Achten, Johan A. K. Suykens",2025,http://arxiv.org/abs/2502.02185v1,Arxive
